lftCnrPul,lftCnrRas,lftMthStr,rgtInrBrwRas,lftLwrLidTgt,lftUprLipSk,lftDmplr,lftLwrLipDep,lftLwrLidRas,lftChkRas,ID,Group
0.419208,0.215934,0.0,0.21979,0.241205,0.0,0.0,0.54173,0.148263,0.0683298,S1PT06,PT
0.457317,0.841268,0.0,0.659371,0.964818,0.0,0.0,0.577845,0.0960998,0.0,S1PT06,PT
0.457317,0.841268,0.0,0.659371,0.0,0.0,0.0,0.577845,0.0960998,0.273319,S1PT06,PT
0.457317,0.841268,0.0,0.659371,0.482409,0.0,0.0,0.577845,0.0960998,0.13666,S1PT06,PT
0.438262,0.587679,0.0,0.439581,0.201004,0.0,0.0,0.539155,0.122182,0.125271,S1PT06,PT
0.457317,0.841268,0.0,0.659371,0.0,0.0,0.0,0.577845,0.0960998,0.273319,S1PT06,PT
0.457317,0.841268,0.0,0.659371,0.241205,0.0,0.0,0.577845,0.0960998,0.204989,S1PT06,PT
0.438262,0.587679,0.0,0.659371,0.201004,0.0,0.0,0.539155,0.0960998,0.125271,S1PT06,PT
0.457317,0.437796,0.0,0.659371,0.482409,0.0,0.0,0.577845,0.0960998,0.273319,S1PT06,PT
0.450966,0.756739,0.0,0.586108,0.227804,0.0,0.0,0.564949,0.104794,0.178417,S1PT06,PT
0.457317,0.841268,0.0,0.659371,0.0,0.0,0.0,0.577845,0.0960998,0.273319,S1PT06,PT
0.457317,0.841268,0.0,0.659371,0.0,0.0,0.0,0.577845,0.0960998,0.273319,S1PT06,PT
0.457317,0.437796,0.0,0.659371,0.241205,0.0,0.0,0.577845,0.0960998,0.204989,S1PT06,PT
0.452236,0.69295,0.0,0.644719,0.230484,0.0,0.0,0.567528,0.0978385,0.211063,S1PT06,PT
0.454141,0.799004,0.0,0.62274,0.113902,0.0,0.0,0.571397,0.100447,0.225868,S1PT06,PT
0.0,0.958544,0.0,0.969827,0.0,0.0,0.240076,0.0,0.789297,0.0,S1PT28,PT
0.0,0.245553,0.418493,0.0,0.0,0.0,0.0,0.0,0.0,0.545699,S1PT28,PT
0.0,0.958544,0.418493,0.969827,0.0,0.0,0.240076,0.0,0.0,0.0,S1PT28,PT
0.0,0.0,0.449557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1PT28,PT
0.0,0.958544,0.418493,0.0,0.0,0.0,0.0,0.0,0.0,0.545699,S1PT28,PT
0.0,0.245553,0.418493,0.0,0.0,0.0,0.0,0.0,0.0,0.545699,S1PT28,PT
0.0,0.958544,0.418493,0.0,0.0,0.0,0.0,0.0,0.0,0.545699,S1PT28,PT
0.0,0.54066,0.426259,0.242457,0.0,0.0,0.0600189,0.0,0.0,0.272849,S1PT28,PT
0.0,0.54066,0.426259,0.242457,0.0,0.293863,0.0,0.0,0.0,0.272849,S1PT28,PT
0.0,0.958544,0.418493,0.0,0.0,0.0,0.0,0.0,0.0,0.545699,S1PT28,PT
0.0,0.54066,0.426259,0.242457,0.0,0.0,0.0600189,0.0602773,0.0,0.272849,S1PT28,PT
0.0,0.749602,0.422376,0.121228,0.0,0.0,0.0300095,0.0301386,0.0,0.409274,S1PT28,PT
0.0,0.54066,0.426259,0.242457,0.0,0.293863,0.0,0.0602773,0.0,0.952063,S1PT28,PT
0.0,0.679955,0.42367,0.161638,0.0,0.0979542,0.0200063,0.0200924,0.0,0.363799,S1PT28,PT
0.0,0.958544,0.418493,0.0,0.0,0.0,0.0,0.0,0.0,0.545699,S1PT28,PT
0.891075,0.0,0.743888,0.0,0.0,0.0,0.0,0.0,0.332273,0.919169,S1PT28,PT
0.0,0.73219,0.422699,0.131331,0.0,0.0979542,0.0125039,0.0276271,0.0,0.567709,S1PT28,PT
0.0,0.54066,0.426259,0.242457,0.0,0.293863,0.0,0.0602773,0.0,0.952063,S1PT28,PT
0.0,0.958544,0.418493,0.0,0.0,0.252035,0.0,0.110513,0.0,0.545699,S1PT28,PT
0.891075,0.0,0.743888,0.0852384,0.0,0.0,0.0,0.110513,0.0,0.545699,S1PT28,PT
0.222769,0.557848,0.502835,0.0934469,0.0,0.160963,0.00312599,0.0496043,0.0830683,0.74616,S1PT28,PT
0.445537,0.27033,0.585073,0.121228,0.0,0.146931,0.0,0.0301386,0.166137,0.935616,S1PT28,PT
0.0,0.54066,0.426259,0.242457,0.0,0.293863,0.0125039,0.0602773,0.0,0.567709,S1PT28,PT
0.816705,0.0,0.0,0.0,0.0796141,0.0,0.0,0.551649,0.0,0.0,S1PT28,PT
0.222769,0.557848,0.502835,0.121228,0.0,0.160963,0.0,0.0496043,0.0830683,0.74616,S1PT28,PT
0.668306,0.135165,0.664481,0.103233,0.0,0.0734657,0.0,0.0703258,0.0830683,0.740658,S1PT28,PT
0.891075,0.0,0.743888,0.0852384,0.0,0.0,0.0,0.110513,0.0,0.545699,S1PT28,PT
0.891075,0.0,0.743888,0.856087,0.0,0.0,0.0,0.0602773,0.0,0.567709,S1PT28,PT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC18,HC
0.0,0.0,0.0,0.0,0.0,0.411673,0.0,0.602611,0.0,0.0,S1HC18,HC
0.0,0.811161,0.0,0.0,0.0,0.411673,0.0,0.602611,0.0,0.0,S1HC18,HC
0.0,0.0,0.0,0.0,0.0,0.411673,0.0,0.0,0.0,0.0,S1HC18,HC
0.0,0.811161,0.0,0.0,0.0,0.411673,0.0,0.602611,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.0,0.121676,0.0,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.0,0.121676,0.0,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.411673,0.0,0.0,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.468262,0.121676,0.0,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.0,0.121676,0.671223,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.293312,0.0811176,0.0,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.146656,0.101397,0.335611,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.293312,0.0811176,0.0,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.0,0.121676,0.671223,0.0,0.55876,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.293312,0.0811176,0.0,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.146656,0.101397,0.335611,0.0,0.27938,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.146656,0.101397,0.335611,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.219984,0.0912573,0.167806,0.0,0.13969,S1HC18,HC
0.872817,0.0,0.140189,0.0,0.0,0.146656,0.101397,0.335611,0.0,0.0,S1HC18,HC
0.872817,0.0,0.0,0.0,0.0,0.195541,0.0946372,0.223741,0.0,0.0931267,S1HC18,HC
0.0,0.0,0.703237,0.896069,0.0,0.0,0.0,0.0,0.0,0.027522,S1HC23,HC
0.65238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC23,HC
0.0,0.0,0.0,0.0,0.980894,0.291531,0.0,0.481216,0.0,0.0,S1HC23,HC
0.21746,0.0,0.234412,0.29869,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.554618,0.0,0.713338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC23,HC
0.0,0.0,0.0,0.0,0.897451,0.0,0.0,0.0,0.0,0.318423,S1HC23,HC
0.65238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC23,HC
0.65238,0.0,0.0,0.0,0.0,0.0,0.0,0.481216,0.0,0.0,S1HC23,HC
0.32619,0.0,0.0,0.0,0.490447,0.145765,0.0,0.240608,0.0,0.0,S1HC23,HC
0.400505,0.0,0.157958,0.0497816,0.28581,0.0404904,0.0,0.147038,0.0,0.0545995,S1HC23,HC
0.21746,0.0,0.864933,0.29869,0.897451,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.21746,0.0,0.0,0.29869,0.897451,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.453067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC23,HC
0.21746,0.0,0.234412,0.29869,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.21746,0.0,0.864933,0.29869,0.897451,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.21746,0.0,0.0,0.330682,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.0,0.0,0.825284,0.787023,0.0,0.0,0.0,0.0,0.0,0.0,S1HC23,HC
0.21746,0.0,0.234412,0.29869,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.505579,0.0,0.864933,0.29869,0.119625,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.21746,0.0,0.0,0.330682,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.333564,0.0,0.0,0.787023,0.326965,0.0,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.21746,0.0,0.432467,0.314686,0.612208,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.163095,0.0,0.481157,0.428771,0.387845,0.0728827,0.0,0.120304,0.0,0.00688051,S1HC23,HC
0.21746,0.667868,0.0,0.330682,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.36152,0.0,0.432467,0.314686,0.223295,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.287432,0.0,0.355711,0.43197,0.354721,0.0728827,0.0,0.152385,0.0,0.00871531,S1HC23,HC
0.21746,0.0,0.0,0.330682,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.505579,0.0,0.864933,0.29869,0.119625,0.0971769,0.820487,0.120304,0.0,0.00917401,S1HC23,HC
0.21746,0.0,0.0,0.314686,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.21746,0.0,0.0,0.314686,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.21746,0.0,0.0,0.322684,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.301152,0.111311,0.275519,0.336899,0.279756,0.0931279,0.136748,0.152385,0.0,0.00909756,S1HC23,HC
0.287432,0.0,0.0,0.43197,0.326965,0.0728827,0.0,0.152385,0.0,0.00871531,S1HC23,HC
0.255876,0.0278278,0.0688796,0.35156,0.315162,0.0900911,0.034187,0.156395,0.0,0.00904023,S1HC23,HC
0.259306,0.0556557,0.137759,0.329791,0.30336,0.0951524,0.0683739,0.156395,0.0,0.00913579,S1HC23,HC
0.21746,0.0,0.0,0.298988,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.21746,0.0,0.0,0.322684,0.326965,0.0971769,0.0,0.160405,0.0,0.00917401,S1HC23,HC
0.0,0.422986,0.329599,0.926557,0.0,0.0,0.0,0.0,0.601853,0.71235,S1PT13,PT
0.776966,0.0,0.0,0.0,0.208493,0.0,0.0,0.0,0.0,0.964581,S1PT13,PT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1PT13,PT
0.184413,0.0,0.0,0.583814,0.0,0.0,0.0,0.0,0.0,0.0,S1PT13,PT
0.776966,0.0,0.0,0.0,0.208493,0.0,0.0,0.0,0.0,0.964581,S1PT13,PT
0.0,0.422986,0.329599,0.926557,0.0,0.0,0.0,0.0,0.0,0.71235,S1PT13,PT
0.776966,0.0,0.0,0.0,0.208493,0.0,0.0,0.0,0.0,0.964581,S1PT13,PT
0.620293,0.422986,0.329599,0.0,0.0,0.0,0.0,0.0,0.0,0.71235,S1PT13,PT
0.776966,0.0,0.0,0.0,0.208493,0.0,0.0,0.0,0.0,0.964581,S1PT13,PT
0.724742,0.140995,0.109866,0.0,0.138996,0.0,0.0,0.0,0.0,0.880504,S1PT13,PT
0.776966,0.422986,0.329599,0.0,0.0,0.0,0.0,0.0,0.0,0.964581,S1PT13,PT
0.620293,0.422986,0.329599,0.0,0.0,0.0,0.0,0.0,0.0,0.71235,S1PT13,PT
0.672517,0.281991,0.219733,0.0,0.0694978,0.0,0.0,0.0,0.0,0.796427,S1PT13,PT
0.724742,0.422986,0.109866,0.0,0.138996,0.0,0.0,0.0,0.0,0.880504,S1PT13,PT
0.707334,0.328989,0.256355,0.0,0.0463319,0.0,0.0,0.0,0.0,0.852478,S1PT13,PT
0.776966,0.422986,0.329599,0.0,0.0,0.0,0.0,0.0,0.0,0.964581,S1PT13,PT
0.707334,0.422986,0.256355,0.0,0.0463319,0.217588,0.0,0.0,0.0,0.852478,S1PT13,PT
0.72039,0.364238,0.228888,0.0,0.0637063,0.0,0.0,0.0,0.0,0.873498,S1PT13,PT
0.776966,0.281991,0.219733,0.117633,0.0694978,0.0,0.0,0.0,0.0,0.796427,S1PT13,PT
0.776966,0.422986,0.329599,0.0,0.0,0.0,0.0,0.0,0.0,0.964581,S1PT13,PT
0.750854,0.422986,0.219733,0.0,0.0694978,0.0,0.0,0.0,0.0,0.922542,S1PT13,PT
0.880975,0.422986,0.228888,0.0,0.0,0.0,0.0,0.0,0.0,0.873498,S1PT13,PT
0.750854,0.422986,0.329599,0.0,0.0,0.0,0.0,0.0,0.0,0.825745,S1PT13,PT
0.74215,0.352488,0.238044,0.0588163,0.0579148,0.108794,0.0,0.0,0.0,0.824453,S1PT13,PT
0.746502,0.383037,0.250861,0.0235265,0.0498067,0.0435176,0.0,0.0,0.0,0.881905,S1PT13,PT
0.707334,0.422986,0.256355,0.0,0.0463319,0.217588,0.0,0.0,0.0,0.852478,S1PT13,PT
0.746502,0.387737,0.283821,0.0294082,0.0289574,0.054397,0.0,0.0,0.0,0.825099,S1PT13,PT
0.74215,0.352488,0.238044,0.0588163,0.0579148,0.108794,0.0,0.0,0.0,0.824453,S1PT13,PT
0.765563,0.400897,0.260749,0.0164686,0.0308107,0.07398,0.0,0.0,0.0,0.851616,S1PT13,PT
0.74215,0.352488,0.238044,0.0588163,0.0579148,0.108794,0.0,0.0,0.0,0.824453,S1PT13,PT
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034615,0.0,S1HC05,HC
0.0950832,0.952187,0.0,0.0,0.253,0.0,0.0,0.0,0.0,0.0,S1HC05,HC
0.0950832,0.952187,0.0,0.0,0.253,0.0,0.0,0.0,0.0,0.0,S1HC05,HC
0.0475416,0.476094,0.0,0.0,0.1265,0.0,0.0,0.0,0.0173075,0.0,S1HC05,HC
0.0,0.0,0.744581,0.0,0.533548,0.0,0.207717,0.0,0.0,0.0,S1HC05,HC
0.0950832,0.952187,0.0,0.0,0.253,0.0,0.0,0.0,0.0,0.0,S1HC05,HC
0.0475416,0.476094,0.248194,0.0,0.30435,0.0,0.0692389,0.0,0.00576917,0.0,S1HC05,HC
0.0475416,0.476094,0.248194,0.0,0.30435,0.0,0.0692389,0.458966,0.0,0.0,S1HC05,HC
0.0950832,0.476094,0.856943,0.0,0.253,0.0,0.0,0.0,0.0,0.0,S1HC05,HC
0.0950832,0.952187,0.0,0.0,0.253,0.0,0.0,0.0,0.0,0.0,S1HC05,HC
0.0950832,0.952187,0.0,0.0,0.253,0.0,0.0,0.0,0.0,0.0,S1HC05,HC
0.0950832,0.476094,0.856943,0.0,0.30435,0.0,0.0,0.458966,0.0,0.0,S1HC05,HC
0.390299,0.0,0.0,0.0,0.0,0.0,0.887738,0.0,0.0,0.0,S1HC05,HC
0.0713124,0.71414,0.124097,0.0,0.278675,0.0,0.0346194,0.229483,0.0,0.0,S1HC05,HC
0.0831978,0.71414,0.276284,0.0,0.265838,0.0,0.0173097,0.114742,0.0,0.0,S1HC05,HC
0.0950832,0.952187,0.0,0.0,0.253,0.0,0.0,0.0,0.0,0.0,S1HC05,HC
0.0475416,0.476094,0.248194,0.0,0.497999,0.0,0.0692389,0.458966,0.829611,0.0,S1HC05,HC
0.0950832,0.952187,0.0,0.554303,0.253,0.0,0.0,0.0,0.0,0.0,S1HC05,HC
0.0831978,0.71414,0.0,0.0,0.0,0.0,0.887738,0.114742,0.0,0.0,S1HC05,HC
0.0950832,0.952187,0.248194,0.0,0.497999,0.0,0.0692389,0.458966,0.0,0.0,S1HC05,HC
0.0950832,0.476094,0.856943,0.0,0.30435,0.0,0.0,0.149224,0.0,0.0,S1HC05,HC
0.0831978,0.595117,0.49052,0.0,0.291512,0.0,0.0173097,0.344225,0.0,0.0,S1HC05,HC
0.125372,0.61212,0.215074,0.0791862,0.264695,0.0,0.144129,0.180308,0.118516,0.0,S1HC05,HC
0.0950832,0.476094,0.856943,0.0,0.30435,0.0,0.0,0.458966,0.0,0.0,S1HC05,HC
0.0950832,0.476094,0.856943,0.0,0.30435,0.0,0.0,0.458966,0.0,0.0,S1HC05,HC
0.0,0.885181,0.0,0.0,0.0981438,0.0,0.0,0.0,0.0,0.174696,S1HC05,HC
0.0961695,0.637625,0.444612,0.0131977,0.277151,0.0,0.186403,0.284405,0.0197526,0.0,S1HC05,HC
0.0831978,0.952187,0.248194,0.0,0.497999,0.0,0.0692389,0.344225,0.0,0.0,S1HC05,HC
0.110227,0.544107,0.536008,0.0395931,0.284522,0.0,0.0720647,0.319637,0.0592579,0.0,S1HC05,HC
0.0831978,0.595117,0.856943,0.0,0.291512,0.0,0.0173097,0.344225,0.0,0.0,S1HC05,HC
0.0950832,0.476094,0.856943,0.0,0.30435,0.0,0.0,0.458966,0.0,0.0,S1HC05,HC
0.110227,0.544107,0.444612,0.0395931,0.277151,0.0,0.0720647,0.284405,0.0067348,0.0,S1HC05,HC
0.0831978,0.952187,0.856943,0.0,0.651238,0.0,0.0692389,0.344225,0.0,0.0,S1HC05,HC
0.110227,0.544107,0.536008,0.0395931,0.284522,0.0,0.0720647,0.319637,0.0592579,0.0,S1HC05,HC
0.102655,0.5101,0.696476,0.0197965,0.294436,0.0,0.0360324,0.389302,0.029629,0.0,S1HC05,HC
0.0779793,0.681719,0.49045,0.00879846,0.29228,0.0,0.0575027,0.29191,0.0131684,0.029116,S1HC05,HC
0.0,0.143017,0.0,0.0,0.0,0.0,0.312944,0.0,0.0,0.536784,S1HC02,HC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC02,HC
0.0,0.0,0.0,0.0,0.102526,0.0,0.0,0.0,0.0,0.0,S1HC02,HC
0.0,0.0715085,0.0,0.0,0.0,0.0,0.156472,0.0,0.0,0.268392,S1HC02,HC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC02,HC
0.0,0.0,0.0,0.0,0.0,0.52468,0.0,0.0,0.0,0.0,S1HC02,HC
0.0,0.0,0.0,0.0,0.102526,0.0,0.0,0.0,0.0,0.0,S1HC02,HC
0.0,0.19853,0.0,0.0,0.916441,0.0,0.460248,0.0,0.0,0.0,S1HC02,HC
0.0,0.0476723,0.0,0.0,0.0341754,0.0,0.104315,0.0,0.0,0.178928,S1HC02,HC
0.313817,0.0,0.0,0.0,0.569423,0.0,0.0,0.0,0.505618,0.0,S1HC02,HC
0.0,0.0529518,0.0,0.0,0.175524,0.0874467,0.120172,0.0,0.0,0.0745534,S1HC02,HC
0.0,0.7759,0.0,0.0,0.46293,0.612877,0.0,0.0,0.0,0.0,S1HC02,HC
0.104606,0.276284,0.0,0.0,0.402626,0.233441,0.0400575,0.0,0.168539,0.0248511,S1HC02,HC
0.0,0.7759,0.0,0.0,0.46293,0.612877,0.0,0.0,0.0,0.0,S1HC02,HC
0.140147,0.0,0.208091,0.311889,0.0,0.0,0.0,0.0,0.0,0.0,S1HC02,HC
0.0,0.7759,0.0,0.0,0.46293,0.612877,0.361152,0.0,0.0,0.0745534,S1HC02,HC
0.313817,0.0,0.0,0.0,0.569423,0.0,0.0695853,0.0,0.0,0.592967,S1HC02,HC
0.0,0.7759,0.0,0.0,0.46293,0.612877,0.361152,0.0,0.0,0.0745534,S1HC02,HC
0.140147,0.7759,0.208091,0.311889,0.46293,0.612877,0.0,0.0,0.0,0.0,S1HC02,HC
0.0,0.783569,0.0,0.0,0.0,0.794795,0.391197,0.0,0.27417,0.0,S1HC02,HC
0.111714,0.365617,0.0416182,0.0623777,0.379582,0.291839,0.0941589,0.0,0.0337079,0.138474,S1HC02,HC
0.0,0.0,0.0,0.0,0.803645,0.0,0.739506,0.0,0.0,0.0,S1HC02,HC
0.111714,0.7759,0.0416182,0.0623777,0.379582,0.291839,0.0941589,0.0,0.0,0.138474,S1HC02,HC
0.0503721,0.540197,0.0499419,0.0748533,0.421817,0.462478,0.317203,0.0,0.0615757,0.0426055,S1HC02,HC
0.0,0.0,0.0,0.10623,0.518763,0.0,0.321042,0.0,0.0,0.0,S1HC02,HC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572801,S1HC02,HC
0.140147,0.7759,0.208091,0.311889,0.46293,0.612877,0.0,0.0,0.0,0.0,S1HC02,HC
0.140147,0.7759,0.208091,0.311889,0.46293,0.612877,0.0,0.0,0.0,0.0,S1HC02,HC
0.845029,0.0,0.0,0.0,0.0,0.350487,0.0,0.0,0.0,0.0,S1HC02,HC
0.140147,0.7759,0.0,0.0,0.46293,0.867088,0.0,0.0,0.0,0.0,S1HC02,HC
0.0604465,0.4184,0.0599303,0.11107,0.356619,0.273439,0.146481,0.0,0.0123151,0.150776,S1HC02,HC
0.0700733,0.38795,0.104046,0.155944,0.231465,0.306439,0.0,0.0,0.0,0.2864,S1HC02,HC
0.251168,0.47163,0.0744134,0.115781,0.302789,0.482066,0.0292962,0.0,0.00246303,0.0874353,S1HC02,HC
0.845029,0.0,0.0,0.0,0.0,0.350487,0.0,0.0,0.00674276,0.0,S1HC02,HC
0.140147,0.7759,0.0,0.0,0.46293,0.867088,0.0,0.0,0.0,0.0,S1HC02,HC
0.492588,0.38795,0.0,0.0,0.231465,0.608788,0.0,0.0,0.0,0.0,S1HC02,HC
0.0,0.46287,0.0,0.0,0.0,0.619172,0.0,0.0875303,0.0,0.0,S1HC02,HC
0.140147,0.7759,0.208091,0.206006,0.230881,0.867088,0.0,0.0,0.0,0.0,S1HC02,HC
0.845029,0.7759,0.0,0.358437,0.0,0.350487,0.0,0.0,0.0,0.0,S1HC02,HC
0.432372,0.0,0.253557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC24,HC
0.792204,0.0,0.0,0.0,0.0,0.741523,0.0,0.0,0.0,0.0,S1HC24,HC
0.432372,0.0,0.253557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC24,HC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC24,HC
0.645928,0.0,0.253557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC24,HC
0.0,0.707954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC24,HC
0.0,0.974679,0.792805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC24,HC
0.0,0.974679,0.792805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC24,HC
0.645928,0.398739,0.253557,0.0,0.0,0.0,0.0,0.0,0.686288,0.0,S1HC24,HC
0.322964,0.686709,0.523181,0.0,0.0,0.0,0.0,0.0,0.343144,0.0,S1HC24,HC
0.645928,0.974679,0.253557,0.0,0.0,0.0,0.0,0.0,0.686288,0.0,S1HC24,HC
0.0,0.974679,0.792805,0.0,0.0,0.0,0.0,0.0,0.0,0.652171,S1HC24,HC
0.0,0.974679,0.792805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC24,HC
0.645928,0.398739,0.253557,0.0,0.0,0.0,0.0,0.563892,0.686288,0.0,S1HC24,HC
0.161482,0.830694,0.657993,0.0,0.0,0.0,0.0,0.0,0.171572,0.0,S1HC24,HC
0.322964,0.801897,0.523181,0.0,0.0,0.0,0.0,0.112778,0.343144,0.130434,S1HC24,HC
0.645928,0.686709,0.621938,0.0,0.0,0.0,0.0,0.0,0.686288,0.0,S1HC24,HC
0.0,0.974679,0.792805,0.0,0.0,0.0,0.0,0.563892,0.0,0.0,S1HC24,HC
0.484446,0.744303,0.572559,0.0,0.0,0.0,0.0,0.0563892,0.514716,0.0652171,S1HC24,HC
0.282593,0.823495,0.648979,0.0,0.0,0.0,0.0,0.169168,0.300251,0.0326086,S1HC24,HC
0.322964,0.801897,0.621938,0.0,0.0,0.0,0.0,0.0,0.343144,0.0,S1HC24,HC
0.645928,0.686709,0.621938,0.0,0.0,0.0,0.0,0.0,0.686288,0.0,S1HC24,HC
0.322964,0.823495,0.648979,0.0,0.0,0.0,0.919506,0.0,0.300251,0.0326086,S1HC24,HC
0.322964,0.801897,0.621938,0.0,0.0,0.0,0.0,0.0,0.343144,0.0326086,S1HC24,HC
0.484446,0.744303,0.572559,0.0,0.0,0.0,0.0,0.0563892,0.514716,0.0652171,S1HC24,HC
0.433983,0.764101,0.616353,0.0,0.0,0.0,0.0,0.0563892,0.4611,0.0244564,S1HC24,HC
0.484446,0.744303,0.621938,0.0,0.0,0.0,0.0,0.0,0.686288,0.0652171,S1HC24,HC
0.403705,0.7731,0.597248,0.0,0.0,0.0,0.0,0.0281946,0.42893,0.0326086,S1HC24,HC
0.0,0.0,0.0,0.0,0.0,0.440201,0.0,0.0,0.707417,0.626107,S1PT01,PT
0.827473,0.0,0.0,0.911943,0.0,0.781207,0.0,0.0,0.0,0.0,S1PT01,PT
0.0,0.0,0.0,0.0,0.0,0.99996,0.0,0.0,0.722956,0.0,S1PT01,PT
