neutral,jawOpen,jawLft,jawRgt,jawFwd,jawBk,chnRas,lftUprLipSk,rgtUprLipSk,lftLwrLipSk,rgtLwrLipSk,lftUprLipTgt,rgtUprLipTgt,lftLwrLipTgt,rgtLwrLipTgt,lftLipSealUpDn,rgtLipSealUpDn,lipSealLft,lipSealRgt,lftLipSealFwd,rgtLipSealFwd,lftLipSealBck,rgtLipSealBck,lftInrClsn,rgtInrClsn,lftOutClsn,rgtOutClsn,lftUprFnl,rgtUprFnl,lftLwrFnl,rgtLwrFnl,lftUprLipRas,rgtUprLipRas,lftNseWrnk,rgtNseWrnk,lftLwrLipDep,rgtLwrLipDep,lftNkTgt,rgtNkTgt,lftUprLipStr,rgtUprLipStr,lftLwrLipStr,rgtLwrLipStr,lftNrwMth,rgtNrwMth,lftMthStr,rgtMthStr,lftCnrPul,rgtCnrPul,lftDmplr,rgtDmplr,lftCnrDep,rgtCnrDep,lftCnrRas,rgtCnrRas,lftPufChk,rgtPufChk,lftPufLip,rgtPufLip,lftClnch,rgtClnch,swlo,lftNstrlFlr,rgtNstrlFlr,lftNstrlPnch,rgtNstrlPnch,lftInrBrwRas,rgtInrBrwRas,lftOutBrwRas,rgtOutBrwRas,lftBrwLwr,rgtBrwLwr,pcrs,lftSqnt,rgtSqnt,lftUprLidRas,rgtUprLidRas,lftUprLidDep,rgtUprLidDep,lftLwrLidRas,rgtLwrLidRas,lftLwrLidDep,rgtLwrLidDep,lftLwrLidTgt,rgtLwrLidTgt,lftEyeLft,rgtEyeLft,lftEyeRgt,rgtEyeRgt,lftEyeDwn,rgtEyeDwn,lftEyeUp,rgtEyeUp,lftChkRas,rgtChkRas,headBck,headFwd,headTltLft,headTltRgt,headTrnLft,headTrnRgt,lftLwrInrLipTeethClsn,lftLwrOutLipTeethClsn,rgtLwrInrLipTeethClsn,rgtLwrOutLipTeethClsn,chnRas_lftCnrPul_lftLwrFnl_lftLwrLipDep_lftMthStr,chnRas_rgtCnrPul_rgtLwrFnl_rgtLwrLipDep_rgtMthStr,chnRas_rgtLwrFnl,lftCnrPul_lftLwrFnl_lftLwrLipDep,lftCnrPul_lftLwrFnl_lftMthStr,lftCnrPul_lftLwrFnl,lftCnrPul_lftLwrLipDep_lftMthStr,lftCnrPul_lftLwrLipDep,lftCnrPul_lftMthStr,lftCnrPul_lftUprLipTgt,lftLwrFnl_lftLwrLipDep_lftMthStr,lftLwrFnl_lftLwrLipDep,lftLwrLipDep_lftMthStr,lftMthStr_lftLwrFnl,lftUprFnl_lftUprLipRas,rgtCnrPul_rgtLwrFnl,rgtCnrPul_rgtLwrFnl_rgtLwrLipDep,rgtCnrPul_rgtLwrFnl_rgtLwrLipDep_rgtMthStr,rgtCnrPul_rgtLwrFnl_rgtMthStr,rgtCnrPul_rgtLwrLipDep,rgtCnrPul_rgtMthStr,rgtCnrPul_rgtUprLipTgt,rgtLwrFnl_rgtLwrLipDep,rgtLwrFnl_rgtLwrLipDep_rgtMthStr,rgtLwrLipDep_rgtMthStr,rgtMthStr_rgtLwrFnl,rgtUprFnl_rgtUprLipRas,chnRas_lftLwrLipSk_lftInrClsn,chnRas_lftLwrLipSk,chnRas_rgtLwrLipSk,chnRas_rgtLwrLipSk_rgtInrClsn,jawBk_chnRas_lftLwrLipSk_lftLwrInrLipTeethClsn,jawBk_chnRas_rgtLwrLipSk_rgtLwrInrLipTeethClsn,jawBk_chnRas_lftLwrInrLipTeethClsn,jawBk_chnRas_rgtLwrInrLipTeethClsn,jawBk_lftLwrLipSk_lftLwrInrLipTeethClsn,jawBk_rgtLwrLipSk_rgtLwrInrLipTeethClsn,jawLft_jawBk_rgtLwrLipSk_rgtLwrOutLipTeethClsn,jawOpen_lftLwrLipSk,jawOpen_lftNrwMth,jawOpen_lftUprLipSk,jawOpen_rgtLwrLipSk,jawOpen_rgtNrwMth,jawOpen_rgtUprLipSk,jawRgt_jawBk_lftLwrLipSk_lftLwrOutLipTeethClsn,file
0,0.0,0.0,0.0,0.312077,0.0,0.243458,0.0,0.0,0.0737414,0.0737414,0.0,0.0,0.256093,0.256093,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.972405,0.972405,0.0,0.0,0.452596,0.452596,0.949168,0.949168,0.0,0.0,0.0,0.0,0.949968,0.949968,0.835054,0.835054,0.302641,0.302641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648356,0.648356,0.0,0.0,0.0,0.0,0.0,0.0,0.305934,0.305934,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.440107,0.0,0.0179529,0.0179529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1PT22_Angry_output_1_parsed.csv
0,0.0,0.106152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012216,0.0012216,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0665986,0.0665986,0.397734,0.397734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130258,0.130258,0.0,0.0,0.621938,0.621938,0.322964,0.322964,0.0,0.0,0.0,0.0,0.801897,0.801897,0.0,0.0,0.0,0.0,0.509089,0.509089,0.0,0.0534238,0.0534238,0.773049,0.773049,0.0,0.0,0.164493,0.164493,0.0,0.0,0.0,0.0,0.0,0.0196715,0.0196715,0.0358958,0.0358958,0.343144,0.343144,0.126494,0.126494,0.0,0.0,0,0,0,0,0,0,0,0,0.0326086,0.0326086,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0798902,0.128454,0.0,0.0,0.200863,0.0,0.0,0.0,0.0,0.247366,0.0,0.128454,0.0,0.0,0.0798902,0.0,0.200863,0.0,0.0,0.0,0.0,0.247366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC24_Happy_output_1_parsed.csv
0,0.0,0.330072,0.0,0.0,0.0,0.24003,0.0542379,0.0542379,0.0,0.0,0.0230738,0.0230738,0.480589,0.480589,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.474307,0.474307,0.0,0.0,0.213653,0.213653,0.0,0.0,0.0,0.0,0.0,0.0,0.501624,0.501624,0.500017,0.500017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302276,0.302276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203696,0.203696,0.0,0.0,0.463748,0.463748,0.0,0.0,0.0,0.0,0.0,0.0536454,0.0536454,0.0,0.0,0.0,0.0,0.0,0.0,0.230548,0.230548,0.0883453,0.0883453,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC11_Fearful_output_1_parsed.csv
0,0.0,0.0,0.0,0.617952,0.0,0.0,0.350487,0.350487,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.910474,0.910474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55003,0.55003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845029,0.845029,0.0,0.0,0.0,0.0,0.7759,0.7759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358437,0.358437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC02_Happy_output_1_parsed.csv
0,0.0,0.0,0.0,0.60103,0.0,0.0,0.0,0.0,0.361064,0.361064,0.0,0.0,0.721352,0.721352,0,0,0,0,0,0,0,0,0.143789,0.167919,0.0335092,0.113192,0.163926,0.163926,0.0,0.0,0.175432,0.175432,0.0,0.0,0.0,0.0,0.299627,0.299627,0.0,0.0,0.040219,0.040219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0956344,0.0956344,0.0,0.0,0.586569,0.586569,0.0,0.634662,0.634662,0.0,0.0,0.0,0.0,0.0,0.0,0.432862,0.432862,0.590275,0.0,0.0,0.128485,0.128485,0.0495958,0.0495958,0.0,0.0,0.0,0.0,0.165367,0.165367,0,0,0,0,0,0,0,0,0.00342204,0.00342204,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1PT04_Angry_output_1_parsed.csv
0,0.0794586,0.0,0.0,0.0,0.0,0.0,0.419392,0.419392,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.396673,0.396673,0.0,0.0,0.0,0.0,0.887536,0.887536,0.00642125,0.00642125,0.0,0.0,0.574476,0.574476,0.0080609,0.0080609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224999,0.224999,0.0,0.284824,0.284824,0.749758,0.749758,0.332622,0.332622,0.0,0.0,0.332176,0.332176,0.0,0.233026,0.233026,0.348453,0.348453,0.0,0.0,0.366255,0.366255,0.0,0.0,0.178789,0.178789,0,0,0,0,0,0,0,0,0.985592,0.985592,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333243,0.0,0.0,0.0333243,0.0,S1PT09_Fearful_output_1_parsed.csv
0,0.0,0.0,0.0,0.0,0.0,0.604997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.174629,0.165125,0.107965,0.0965038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816997,0.816997,0.0,0.0,0.0,0.0,0.862538,0.862538,0.0,0.0,0.0,0.0,0.973579,0.973579,0.0,0.0,0.601516,0.601516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430266,0.430266,0.474646,0.474646,0.0,0.0,0.0,0.616889,0.616889,0.0,0.0,0.167489,0.167489,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC07_Fearful_output_1_parsed.csv
0,0.0,0.534177,0.0,0.0,0.0,0.323602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0524228,0.0,0.0876707,0.0960825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625484,0.625484,0.0,0.0,0.0,0.0,0.0,0.0,0.0941342,0.0941342,0.0,0.0,0.626552,0.626552,0.122128,0.122128,0.38409,0.38409,0.0,0.0,0.0,0.0,0.0,0.0,0.447204,0.447204,0.0,0.0670766,0.0670766,0.0,0.0,0.95705,0.95705,0.68964,0.68964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064132,0.064132,0.21567,0.21567,0.351678,0.351678,0,0,0,0,0,0,0,0,0.106177,0.106177,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1HC14_Fearful_output_1_parsed.csv
0,0.0,0.0,0.0,0.150815,0.0,0.0309004,0.673751,0.673751,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.24146,0.206844,0.0921205,0.122132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228775,0.228775,0.0,0.0,0.0238056,0.0238056,0.170458,0.170458,0.0,0.0,0.14723,0.14723,0.82878,0.82878,0.0,0.0,0.0,0.0,0.729193,0.729193,0.459212,0.459212,0.0,0.0,0.0780297,0.0780297,0.0,0.0,0.0,0.593843,0.593843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0173759,0.0173759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279155,0.189604,0.122022,0.0,0.0,0.0,0.0336827,0.0,0.0,0.0,0.0,0.0,0.0,0.189604,0.122022,0.0,0.0,0.0,0.0336827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1PT27_Happy_output_1_parsed.csv
0,0.145072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234082,0.0234082,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280163,0.280163,0.0,0.0,0.0,0.0,0.527782,0.527782,0.128172,0.128172,0.0672235,0.0672235,0.0,0.0,0.360625,0.360625,0.00917902,0.00917902,0.0,0.0,0.0,0.0,0.270348,0.270348,0.0,0.0,0.0,0.0,0.247805,0.247805,0.0,0.0,0.0,0.336805,0.336805,0.212967,0.212967,0.127805,0.127805,0.0,0.0,0.0,0.0615678,0.0615678,0.0,0.0,0.0,0.0,0.184678,0.184678,0.0,0.0,0.40948,0.40948,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00331018,0.000214864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00331018,0.000214864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S1PT09_Happy_output_1_parsed.csv
