ID,TargetEmotion,nGeneration,selected_elite_cosdist,selected_elite_cosdist,selected_cen_cosdist,selected_cen_cosdist,selected_elite_cosdist_bs,selected_elite_cosdist_bs,selected_cen_cosdist_bs,selected_cen_cosdist_bs,nonselected_elite_cosdist,nonselected_elite_cosdist,nonselected_cen_cosdist,nonselected_cen_cosdist,nonselected_elite_cosdist_bs,nonselected_elite_cosdist_bs,nonselected_cen_cosdist_bs,nonselected_cen_cosdist_bs
,,,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count,mean,count
S1HC05,Fearful,8,0.17577188828942525,6,0.051636611547651645,6,0.215318730892084,6,0.06512930538344334,6,1.1805372071108888,4,0.5117967777611385,4,0.8898953208316531,4,0.4546138443852943,4
S1HC05,Happy,1,0.6689977829020934,2,0.32725918257270525,2,0.5359680696240524,2,0.2758492783810836,2,1.0954807379595266,8,0.5370277759631722,8,0.901406452600655,8,0.5670437410520885,8
S1HC05,Happy,2,0.590271199942596,3,0.2920337191885826,3,0.4019539300470944,3,0.2786218715791623,3,0.9538945993300719,7,0.5332294379594172,7,0.7115980447736756,7,0.4191625409549667,7
S1HC05,Happy,3,0.3366787898842233,2,0.0328618592992489,2,0.2122774876504756,2,0.03378649640773801,2,0.9471116270970751,8,0.6271303178203549,8,0.7358045519191192,8,0.5073873572433416,8
S1HC05,Happy,4,0.3460634629768321,4,0.1369052546461886,4,0.2925641152262346,4,0.14026175351112252,4,0.7809404734100288,6,0.5855777056846282,6,0.6832777879345667,6,0.4741737917566917,6
S1HC05,Happy,5,0.46267857832025955,7,0.29626624329513024,7,0.39002766931100513,7,0.25430172118768957,7,1.0746548608331485,3,0.47949962141570174,3,0.8853315570418886,3,0.4202623931757554,3
S1HC05,Happy,6,0.3297255695631044,6,0.18657099034877192,6,0.33145863172302487,6,0.1481686337593127,6,1.1771422263431943,4,0.3800435897265294,4,0.9131862487252381,4,0.3768301596267911,4
S1HC05,Happy,7,0.33102433663052505,6,0.17915616937565346,6,0.297549124728931,6,0.14589247252242796,6,0.9913092251733221,4,0.5645095591816721,4,0.8702850461294789,4,0.4201661989121642,4
S1HC05,Happy,8,0.21414077153520628,6,0.07900102695855338,6,0.2528394039435389,6,0.07494206432034921,6,0.9796406302614429,4,0.5067085365090114,4,0.9444150509891327,4,0.4287824566857721,4
S1HC07,Angry,1,0.5880931875631397,2,0.1767412834227709,2,0.4743225697574967,2,0.20699277737816663,2,1.0462105045212242,8,0.6334161779583075,8,0.7986542965554613,8,0.5235502214411255,8
S1HC07,Angry,2,0.6009492026677047,6,0.34917084450003394,6,0.4898550217312299,6,0.29413803691616586,6,0.8647856554902913,4,0.584140280475964,4,0.7163670777351989,4,0.4548296342096143,4
S1HC07,Angry,3,0.7114984974063102,6,0.4332545303471033,6,0.5833894215586735,6,0.3519109923453088,6,1.04439161646313,4,0.5367425526467319,4,0.7833865200065495,4,0.44715615853475954,4
S1HC07,Angry,4,0.5191665330513724,6,0.26165323641400323,6,0.4038291159691225,6,0.21106113477923835,6,1.1352996187018969,4,0.5160806314191125,4,0.9183195095096156,4,0.4854738994997274,4
S1HC07,Angry,5,0.3860002942629553,6,0.23421185421848298,6,0.3848654609129518,6,0.18996211205137534,6,0.6981095616654585,4,0.36043301440735775,4,0.5557354970666731,4,0.2987219641084112,4
S1HC07,Angry,6,0.26709863291487784,5,0.1270588668490275,5,0.34483251411525057,5,0.15797674085116029,5,1.313070622008642,5,0.5882014065831098,5,0.8922845983701743,5,0.47863383180632646,5
S1HC07,Angry,7,0.49025874436598843,7,0.34893051999249464,7,0.45483783820800283,7,0.2717286438072247,7,0.9006228650267584,3,0.4229523898993281,3,0.8669621912908845,3,0.3236802453119869,3
S1HC07,Angry,8,0.16865224585819127,6,0.10176029115014533,6,0.16394869141679128,6,0.08847678358932537,6,1.045630227445401,4,0.3828756210211579,4,0.8717571947185018,4,0.40526848413207706,4
S1HC07,Fearful,1,0.9865454534075159,3,0.3261117872211341,3,0.6474849395030559,3,0.4249707219332211,3,1.204858151417216,7,0.5431265401979753,7,0.8354343037603569,7,0.48674973040505803,7
